Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
Gelechiidae,Gelechiidae,sp.10,,Gelechiidae sp.10,
Gelechiidae,Gelechiidae,sp.11,,Gelechiidae sp.11,
Gelechiidae,Thiotricha,sciurella,,Thiotricha sciurella,
Geometridae,Dolichoneura,eriphyle,,Dolichoneura eriphyle,
Geometridae,Dolichoneura,nigrinotata,,Dolichoneura nigrinotata,
Geometridae,Dolichoneura,oxypteraria,,Dolichoneura oxypteraria,
Geometridae,Dolichoneura,squalida,,Dolichoneura squalida,
Geometridae,Leptoctenopsis,mena,,Leptoctenopsis mena,
Geometridae,Racasta,spatiaria,,Racasta spatiaria,
Geometridae,Zanclopteryx,mexicana,,Zanclopteryx mexicana,
Geometridae,Bagodares,prosa,,Bagodares prosa,
Geometridae,Lomographa,argentata,,Lomographa argentata,
Geometridae,Lomographa,candida,,Lomographa candida,
Geometridae,Lomographa,molesta,,Lomographa molesta,
Geometridae,Lomographa,nubimargo,,Lomographa nubimargo,
Geometridae,Lomographa,tributaria,,Lomographa tributaria,
Geometridae,Bryoptera,friaria,,Bryoptera friaria,
Geometridae,Bryoptera,subbrunnea,,Bryoptera subbrunnea,
Geometridae,Epimecis,anonaria,,Epimecis anonaria,
Geometridae,Epimecis,conjugaria,,Epimecis conjugaria,
Geometridae,Epimecis,diffundaria,,Epimecis diffundaria,
Geometridae,Epimecis,fraternaria,,Epimecis fraternaria,
Geometridae,Epimecis,matronaria,,Epimecis matronaria,
Geometridae,Epimecis,nasica,,Epimecis nasica,
Geometridae,Epimecis,patronaria,,Epimecis patronaria,
Geometridae,Epimecis,plumbilinea,,Epimecis plumbilinea,
Geometridae,Epimecis,puellaria,,Epimecis puellaria,
Geometridae,Epimecis,semicompleta,,Epimecis semicompleta,
Geometridae,Epimecis,subalbida,,Epimecis subalbida,
Geometridae,Epimecis,subroraria,,Epimecis subroraria,
Geometridae,Eutomopepla,artena,,Eutomopepla artena,
Geometridae,Eutomopepla,discuneata,,Eutomopepla discuneata,
Geometridae,Eutomopepla,vorda,,Eutomopepla vorda,
Geometridae,Glena,agria,,Glena agria,
Geometridae,Glena,basalis,,Glena basalis,
Geometridae,Glena,effusa,,Glena effusa,
Geometridae,Glena,gemina,,Glena gemina,
Geometridae,Glena,hima,,Glena hima,
Geometridae,Glena,laticolla,,Glena laticolla,
Geometridae,Glena,mopsaria,,Glena mopsaria,
Geometridae,Glena,subannulata,,Glena subannulata,
Geometridae,Glena,uncata,,Glena uncata,
Geometridae,Hymenomima,camerata,,Hymenomima camerata,
Geometridae,Hymenomima,memor,,Hymenomima memor,
Geometridae,Hymenomima,seriata,,Hymenomima seriata,
Geometridae,Hymenomima,umbelularia,,Hymenomima umbelularia,
Geometridae,Iridopsis,aglauros,,Iridopsis aglauros,
Geometridae,Iridopsis,anaisaria,,Iridopsis anaisaria,
Geometridae,Iridopsis,aviceps,,Iridopsis aviceps,
Geometridae,Iridopsis,chalcea,,Iridopsis chalcea,
Geometridae,Iridopsis,cinerascens,,Iridopsis cinerascens,
Geometridae,Iridopsis,eutiches,,Iridopsis eutiches,
Geometridae,Iridopsis,herse,,Iridopsis herse,
Geometridae,Iridopsis,lurida,,Iridopsis lurida,
Geometridae,Iridopsis,oberthuri,,Iridopsis oberthuri,
Geometridae,Iridopsis,orizabaria,,Iridopsis orizabaria,
Geometridae,Iridopsis,pandrosos,,Iridopsis pandrosos,
Geometridae,Iridopsis,validaria,,Iridopsis validaria,
Geometridae,Melanchroia,chephise,,Melanchroia chephise,
Geometridae,Melanchroia,tritonaria,,Melanchroia tritonaria,
Geometridae,Melanoscia,ceto,,Melanoscia ceto,
Geometridae,Melanoscia,oreades,,Melanoscia oreades,
Geometridae,Neopaniasis,aleopetra,,Neopaniasis aleopetra,
Geometridae,Nesalcis,laeca,,Nesalcis laeca,
Geometridae,Odysia,venusta,,Odysia venusta,
Geometridae,Perigramma,albivena,,Perigramma albivena,
Geometridae,Perigramma,repetita,,Perigramma repetita,
Geometridae,Perigramma,vicina,,Perigramma vicina,
Geometridae,Physocleora,BioLep159,,Physocleora BioLep159,
Geometridae,Physocleora,minuta,,Physocleora minuta,
Geometridae,Physocleora,pauper,,Physocleora pauper,
Geometridae,Physocleora,plenaria,,Physocleora plenaria,
Geometridae,Physocleora,taeniata,,Physocleora taeniata,
Geometridae,Physocleora,vacillaria,,Physocleora vacillaria,
Geometridae,Tornos,brutus,,Tornos brutus,
Geometridae,Aplogompha,argentilinea,,Aplogompha argentilinea,
Geometridae,Aplogompha,chotaria,,Aplogompha chotaria,
Geometridae,Aplogompha,costimaculata,,Aplogompha costimaculata,
Geometridae,Cyclomia,disparilis,,Cyclomia disparilis,
Geometridae,Cyclomia,minuta,,Cyclomia minuta,
Geometridae,Lobopola,cimarrona,,Lobopola cimarrona,
Geometridae,Numia,terebintharia,,Numia terebintharia,
Geometridae,Parilexia,nicetaria,,Parilexia nicetaria,
Geometridae,Perissopteryx,commendata,,Perissopteryx commendata,
Geometridae,Perissopteryx,delusa,,Perissopteryx delusa,
Geometridae,Perissopteryx,gamezi,,Perissopteryx gamezi,
Geometridae,Perissopteryx,griseobarbipes,,Perissopteryx griseobarbipes,
Geometridae,Perissopteryx,intermedia,,Perissopteryx intermedia,
Geometridae,Perissopteryx,neougaldei,,Perissopteryx neougaldei,
Geometridae,Perissopteryx,nigricomata,,Perissopteryx nigricomata,
Geometridae,Perissopteryx,ochreobarbipes,,Perissopteryx ochreobarbipes,
Geometridae,Perissopteryx,raveni,,Perissopteryx raveni,
Geometridae,Perissopteryx,submarginata,,Perissopteryx submarginata,
Geometridae,Perissopteryx,ugaldei,,Perissopteryx ugaldei,
Geometridae,Petelia,cariblanca,,Petelia cariblanca,
Geometridae,Petelia,fumida,,Petelia fumida,
Geometridae,Petelia,nigriplaga,,Petelia nigriplaga,
Geometridae,Petelia,pallidula,,Petelia pallidula,
Geometridae,Petelia,purpurea,,Petelia purpurea,
Geometridae,Petelia,umbrosa,,Petelia umbrosa,
Geometridae,Petelia,vinasaria,,Petelia vinasaria,
Geometridae,Sphacelodes,quadrilineata,,Sphacelodes quadrilineata,
Geometridae,Sphacelodes,vulneraria,,Sphacelodes vulneraria,
Geometridae,Thysanopyga,abdominaria,,Thysanopyga abdominaria,
Geometridae,Thysanopyga,amarantha,,Thysanopyga amarantha,
Geometridae,Thysanopyga,apicitruncaria,,Thysanopyga apicitruncaria,
Geometridae,Thysanopyga,carfinia,,Thysanopyga carfinia,
Geometridae,Thysanopyga,casperia,,Thysanopyga casperia,
Geometridae,Thysanopyga,cermala,,Thysanopyga cermala,
Geometridae,Thysanopyga,fuscaria,,Thysanopyga fuscaria,
Geometridae,Thysanopyga,gauldi,,Thysanopyga gauldi,
Geometridae,Thysanopyga,nigristicta,,Thysanopyga nigristicta,
Geometridae,Thysanopyga,olivescens,,Thysanopyga olivescens,
Geometridae,Thysanopyga,picturata,,Thysanopyga picturata,
Geometridae,Hylaea,pardiria,,Hylaea pardiria,
Geometridae,Hylaea,silanaria,,Hylaea silanaria,
Geometridae,Hylaea,templadaria,,Hylaea templadaria,
Geometridae,Ballantiophora,gibbiferata,,Ballantiophora gibbiferata,
Geometridae,Cirrhosoma,trilinea,,Cirrhosoma trilinea,
Geometridae,Gyostega,BioLep02,,Gyostega BioLep02,
Geometridae,Gyostega,simplex,,Gyostega simplex,
Geometridae,Hypometalla,BioLep26,,Hypometalla BioLep26,
Geometridae,Hypometalla,mimetata,,Hypometalla mimetata,
Geometridae,Leuciris,fimbriaria,,Leuciris fimbriaria,
Geometridae,Leuciris,institata,,Leuciris institata,
Geometridae,Taeniogramma,odrussa,,Taeniogramma odrussa,
Geometridae,Cirsodes,aggerata,,Cirsodes aggerata,
Geometridae,Cratoptera,atina,,Cratoptera atina,
Geometridae,Cratoptera,primularia,,Cratoptera primularia,
Geometridae,Cratoptera,zarumata,,Cratoptera zarumata,
Geometridae,Acrosemia,molpina,,Acrosemia molpina,
Geometridae,Acrosemia,tigrata,,Acrosemia tigrata,
Geometridae,Acrosemia,vulpecularia,,Acrosemia vulpecularia,
Geometridae,Erastria,decrepitaria,,Erastria decrepitaria,
Geometridae,Microgonia,perfulvata,,Microgonia perfulvata,
Geometridae,Microgonia,rhodaria,,Microgonia rhodaria,
Geometridae,Microgonia,rufaria,,Microgonia rufaria,
Geometridae,Paragonia,arbocala,,Paragonia arbocala,
Geometridae,Paragonia,cruraria,,Paragonia cruraria,
Geometridae,Paragonia,lanuginosa,,Paragonia lanuginosa,
Geometridae,Paragonia,planimargo,,Paragonia planimargo,
Geometridae,Paragonia,procidaria,,Paragonia procidaria,
Geometridae,Paragonia,tasima,,Paragonia tasima,
Geometridae,Simena,schusteri,,Simena schusteri,
Geometridae,Metanema,BioLep21,,Metanema BioLep21,
Geometridae,Metanema,bonadea,,Metanema bonadea,
Geometridae,Metanema,striolata,,Metanema striolata,
Geometridae,Asestra,cabiria,,Asestra cabiria,
Geometridae,Digrammia,nigricomma,,Digrammia nigricomma,
Geometridae,Macaria,achetata,,Macaria achetata,
Geometridae,Macaria,approximaria,,Macaria approximaria,
Geometridae,Macaria,bejucoaria,,Macaria bejucoaria,
Geometridae,Macaria,cardinea,,Macaria cardinea,
Geometridae,Macaria,carpo,,Macaria carpo,
Geometridae,Macaria,catualda,,Macaria catualda,
Geometridae,Macaria,combusta,,Macaria combusta,
Geometridae,Macaria,delia,,Macaria delia,
Geometridae,Macaria,gambarina,,Macaria gambarina,
Geometridae,Macaria,guapilaria,,Macaria guapilaria,
Geometridae,Macaria,nervata,,Macaria nervata,
Geometridae,Macaria,nigrescens,,Macaria nigrescens,
Geometridae,Macaria,nundinata,,Macaria nundinata,
Geometridae,Macaria,ostia,,Macaria ostia,
Geometridae,Macaria,pallidata,,Macaria pallidata,
Geometridae,Macaria,pandaria,,Macaria pandaria,
Geometridae,Macaria,perpendiculata,,Macaria perpendiculata,
Geometridae,Macaria,regulata,,Macaria regulata,
Geometridae,Macaria,subfulva,,Macaria subfulva,
Geometridae,Macaria,tenuiscripta,,Macaria tenuiscripta,
Geometridae,Macaria,trigonata,,Macaria trigonata,
Geometridae,Macaria,triplicaria,,Macaria triplicaria,
Geometridae,Psamatodes,abydata,,Psamatodes abydata,
Geometridae,Psamatodes,pernicata,,Psamatodes pernicata,
Geometridae,Semiothisa,arenisca,,Semiothisa arenisca,
Geometridae,Semiothisa,discata,,Semiothisa discata,
Geometridae,Semiothisa,divergentata,,Semiothisa divergentata,
Geometridae,Semiothisa,festivata,,Semiothisa festivata,
Geometridae,Semiothisa,gambaria,,Semiothisa gambaria,
Geometridae,Semiothisa,lydia,,Semiothisa lydia,
Geometridae,Semiothisa,masonata,,Semiothisa masonata,
Geometridae,Semiothisa,poasaria,,Semiothisa poasaria,
Geometridae,Semiothisa,salsa,,Semiothisa salsa,
Geometridae,Semiothisa,valmonaria,,Semiothisa valmonaria,
Geometridae,Trigrammia,quadrinotaria,,Trigrammia quadrinotaria,
Geometridae,Melanolophia,atrifascia,,Melanolophia atrifascia,
Geometridae,Melanolophia,attenuata,,Melanolophia attenuata,
Geometridae,Melanolophia,bugnathos,elephra,Melanolophia bugnathos,
Geometridae,Melanolophia,conspicua,,Melanolophia conspicua,
Geometridae,Melanolophia,distracta,,Melanolophia distracta,
Geometridae,Melanolophia,fimbriata,,Melanolophia fimbriata,
Geometridae,Melanolophia,flexilinea,,Melanolophia flexilinea,
Geometridae,Melanolophia,fugitaria,,Melanolophia fugitaria,
Geometridae,Melanolophia,intervallata,,Melanolophia intervallata,
Geometridae,Melanolophia,orthoconaria,,Melanolophia orthoconaria,
Geometridae,Melanolophia,parma,,Melanolophia parma,
Geometridae,Melanolophia,sadrinaria,,Melanolophia sadrinaria,
Geometridae,Paraphoides,bura,,Paraphoides bura,
Geometridae,Paraphoides,foeda,,Paraphoides foeda,
Geometridae,Pherotesia,funebris,,Pherotesia funebris,
Geometridae,Pherotesia,minuisca,,Pherotesia minuisca,
Geometridae,Pherotesia,potens,,Pherotesia potens,
Geometridae,Pherotesia,supplanaria,,Pherotesia supplanaria,
Geometridae,Betulodes,matharma,,Betulodes matharma,
Geometridae,Charca,canopus,,Charca canopus,
Geometridae,Chrysomima,semilutearia,,Chrysomima semilutearia,
Geometridae,Cidariophanes,luculenta,,Cidariophanes luculenta,
Geometridae,Cidariophanes,viridifascia,,Cidariophanes viridifascia,
Geometridae,Cundinamarca,subalbata,,Cundinamarca subalbata,
Geometridae,Holochroa,ochra,,Holochroa ochra,
Geometridae,Ischnopteris,bifinita,,Ischnopteris bifinita,
Geometridae,Ischnopteris,bryifera,,Ischnopteris bryifera,
Geometridae,Ischnopteris,chavesi,,Ischnopteris chavesi,
Geometridae,Ischnopteris,chryses,,Ischnopteris chryses,
Geometridae,Ischnopteris,fassli,,Ischnopteris fassli,
Geometridae,Ischnopteris,janzeni,,Ischnopteris janzeni,
Geometridae,Ischnopteris,parvula,,Ischnopteris parvula,
Geometridae,Phaeoura,cladonia,,Phaeoura cladonia,
Geometridae,Thyrinteina,arnobia,,Thyrinteina arnobia,
Geometridae,Acronyctodes,cautama,,Acronyctodes cautama,
Geometridae,Acronyctodes,colorata,,Acronyctodes colorata,
Geometridae,Astyochia,crane,,Astyochia crane,
Geometridae,Astyochia,faula,,Astyochia faula,
Geometridae,Astyochia,fessonia,,Astyochia fessonia,
Geometridae,Astyochia,lachesis,,Astyochia lachesis,
Geometridae,Astyochia,vaporaria,,Astyochia vaporaria,
Geometridae,Bonatea,duciata,,Bonatea duciata,
Geometridae,Bonatea,praeclara,,Bonatea praeclara,
Geometridae,Hyalostenele,lutescens,,Hyalostenele lutescens,
Geometridae,Hydatoscia,ategua,,Hydatoscia ategua,
Geometridae,Neoselenia,banasa,,Neoselenia banasa,
Geometridae,Nephodia,atomaria,,Nephodia atomaria,
Geometridae,Nephodia,auxesia,,Nephodia auxesia,
Geometridae,Nephodia,betala,,Nephodia betala,
Geometridae,Nephodia,coalitaria,,Nephodia coalitaria,
Geometridae,Nephodia,crata,,Nephodia crata,
Geometridae,Nephodia,estriata,,Nephodia estriata,
Geometridae,Nephodia,fronsaria,,Nephodia fronsaria,
Geometridae,Nephodia,luteopunctata,,Nephodia luteopunctata,
Geometridae,Nephodia,mitellaria,,Nephodia mitellaria,
